Rk,Team,Date,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Match Report
180,Manchester Utd,2018-03-10,Liverpool,eng Premier League,W 2-1,2,1,+1,33,2,0,0,0,194,1179,610,15,10,2,18,10,211,26,Match Report
181,Manchester Utd,2018-03-05,Crystal Palace,eng Premier League,W 3-2,3,2,+1,69,3,0,0,0,473,2624,1525,33,26,6,13,15,577,57,Match Report
182,Crystal Palace,2018-03-05,Manchester Utd,eng Premier League,L 2-3,2,3,-1,31,2,0,0,0,233,1323,682,17,13,4,19,7,198,22,Match Report
183,Chelsea,2018-03-04,Manchester City,eng Premier League,L 0-1,0,1,-1,29,0,0,0,0,268,1601,847,13,8,3,7,7,322,16,Match Report
184,Brighton,2018-03-04,Arsenal,eng Premier League,W 2-1,2,1,+1,33,2,0,0,0,207,1264,690,14,6,4,14,7,221,33,Match Report
185,Arsenal,2018-03-04,Brighton,eng Premier League,L 1-2,1,2,-1,67,1,0,0,0,495,2907,1578,32,28,7,10,16,547,58,Match Report
186,Manchester City,2018-03-04,Chelsea,eng Premier League,W 1-0,1,0,+1,71,1,0,0,0,728,3518,1968,32,25,9,15,10,923,83,Match Report
187,Southampton,2018-03-03,Stoke City,eng Premier League,D 0-0,0,0,0,65,0,0,0,0,352,2252,1265,29,14,9,10,12,372,50,Match Report
188,Watford,2018-03-03,West Brom,eng Premier League,W 1-0,1,0,+1,53,1,0,0,0,296,1284,723,13,10,4,11,9,309,36,Match Report
189,Liverpool,2018-03-03,Newcastle Utd,eng Premier League,W 2-0,2,0,+2,70,2,0,0,0,494,2195,1062,12,15,4,17,9,685,75,Match Report
190,Tottenham,2018-03-03,Huddersfield,eng Premier League,W 2-0,2,0,+2,74,2,0,0,0,556,2834,1464,32,27,7,20,19,736,69,Match Report
191,Burnley,2018-03-03,Everton,eng Premier League,W 2-1,2,1,+1,55,2,0,0,0,250,1270,675,13,4,5,18,8,326,29,Match Report
192,West Ham,2018-03-03,Swansea City,eng Premier League,L 1-4,1,4,-3,54,1,0,0,0,355,1748,720,9,12,3,12,13,432,33,Match Report
193,Leicester City,2018-03-03,Bournemouth,eng Premier League,D 1-1,1,1,0,55,1,0,0,0,278,1473,744,14,9,3,19,4,323,37,Match Report
194,Everton,2018-03-03,Burnley,eng Premier League,L 1-2,1,2,-1,45,1,0,0,0,223,1398,789,21,9,2,10,8,251,17,Match Report
195,Stoke City,2018-03-03,Southampton,eng Premier League,D 0-0,0,0,0,35,0,0,0,0,156,1009,560,13,10,3,9,8,178,20,Match Report
196,Huddersfield,2018-03-03,Tottenham,eng Premier League,L 0-2,0,2,-2,26,0,0,0,0,187,1327,644,16,8,1,13,6,178,25,Match Report
197,Newcastle Utd,2018-03-03,Liverpool,eng Premier League,L 0-2,0,2,-2,30,0,0,0,0,215,1172,500,12,11,1,13,12,231,19,Match Report
198,West Brom,2018-03-03,Watford,eng Premier League,L 0-1,0,1,-1,47,0,0,0,0,234,1305,675,14,8,5,11,9,256,25,Match Report
199,Swansea City,2018-03-03,West Ham,eng Premier League,W 4-1,4,1,+3,46,3,1,1,0,365,1897,902,17,16,2,12,10,352,19,Match Report
200,Bournemouth,2018-03-03,Leicester City,eng Premier League,D 1-1,1,1,0,45,0,1,1,0,285,1808,872,20,16,3,21,10,265,34,Match Report
201,Arsenal,2018-03-01,Manchester City,eng Premier League,L 0-3,0,3,-3,46,0,0,1,1,407,1833,673,9,15,2,18,5,449,44,Match Report
202,Manchester City,2018-03-01,Arsenal,eng Premier League,W 3-0,3,0,+3,54,3,0,0,0,479,2165,1086,20,13,2,17,17,577,29,Match Report
203,Manchester Utd,2018-02-25,Chelsea,eng Premier League,W 2-1,2,1,+1,44,2,0,0,0,331,1992,1047,22,14,5,14,14,367,36,Match Report
204,Tottenham,2018-02-25,Crystal Palace,eng Premier League,W 1-0,1,0,+1,75,1,0,0,0,457,2780,1463,18,26,2,14,18,598,80,Match Report
205,Crystal Palace,2018-02-25,Tottenham,eng Premier League,L 0-1,0,1,-1,25,0,0,0,0,170,907,442,11,5,1,18,11,142,18,Match Report
206,Chelsea,2018-02-25,Manchester Utd,eng Premier League,L 1-2,1,2,-1,56,1,0,0,0,446,2994,1597,29,19,8,17,12,491,44,Match Report
207,Stoke City,2018-02-24,Leicester City,eng Premier League,D 1-1,1,1,0,35,1,0,0,0,165,1115,697,17,11,3,13,15,157,21,Match Report
208,Watford,2018-02-24,Everton,eng Premier League,W 1-0,1,0,+1,54,1,0,0,0,346,1820,900,21,17,7,19,14,330,33,Match Report
209,Southampton,2018-02-24,Burnley,eng Premier League,D 1-1,1,1,0,49,1,0,0,0,270,1668,897,18,11,6,13,5,278,26,Match Report
210,Bournemouth,2018-02-24,Newcastle Utd,eng Premier League,D 2-2,2,2,0,63,2,0,0,0,426,2300,1242,17,16,1,22,16,474,79,Match Report
211,West Brom,2018-02-24,Huddersfield,eng Premier League,L 1-2,1,2,-1,53,1,0,0,0,303,1573,670,9,4,2,19,19,304,35,Match Report
212,West Ham,2018-02-24,Liverpool,eng Premier League,L 1-4,1,4,-3,33,1,0,0,0,213,1298,527,10,13,3,17,23,253,26,Match Report
213,Liverpool,2018-02-24,West Ham,eng Premier League,W 4-1,4,1,+3,67,4,0,0,0,538,2689,1505,33,30,8,11,12,630,66,Match Report
214,Burnley,2018-02-24,Southampton,eng Premier League,D 1-1,1,1,0,51,1,0,0,0,225,1164,466,12,9,6,12,17,285,28,Match Report
215,Leicester City,2018-02-24,Stoke City,eng Premier League,D 1-1,1,1,0,65,0,0,0,0,330,2285,1031,24,22,4,18,11,380,42,Match Report
216,Newcastle Utd,2018-02-24,Bournemouth,eng Premier League,D 2-2,2,2,0,37,2,0,0,0,224,1028,458,13,10,8,27,12,241,29,Match Report
217,Brighton,2018-02-24,Swansea City,eng Premier League,W 4-1,4,1,+3,47,3,1,1,0,247,1543,716,14,16,7,9,10,319,41,Match Report
218,Everton,2018-02-24,Watford,eng Premier League,L 0-1,0,1,-1,46,0,0,0,0,223,1152,604,13,5,4,18,12,269,20,Match Report
219,Huddersfield,2018-02-24,West Brom,eng Premier League,W 2-1,2,1,+1,47,2,0,0,0,269,1465,789,23,17,5,19,9,244,26,Match Report
220,Swansea City,2018-02-24,Brighton,eng Premier League,L 1-4,1,4,-3,53,0,0,0,0,268,1809,865,16,16,5,12,17,365,30,Match Report
221,West Brom,2018-02-12,Chelsea,eng Premier League,L 0-3,0,3,-3,43,0,0,0,0,327,1719,789,15,8,1,11,16,354,36,Match Report
222,Chelsea,2018-02-12,West Brom,eng Premier League,W 3-0,3,0,+3,57,3,0,0,0,418,2407,1381,36,19,11,13,7,502,34,Match Report
223,Manchester Utd,2018-02-11,Newcastle Utd,eng Premier League,L 0-1,0,1,-1,64,0,0,0,0,387,1978,1018,19,6,6,17,11,543,49,Match Report
224,Southampton,2018-02-11,Liverpool,eng Premier League,L 0-2,0,2,-2,52,0,0,0,0,370,2032,1039,24,21,0,18,12,457,36,Match Report
225,Bournemouth,2018-02-11,Huddersfield,eng Premier League,L 1-4,1,4,-3,50,1,0,0,0,248,1347,693,13,7,3,14,12,323,37,Match Report
226,Liverpool,2018-02-11,Southampton,eng Premier League,W 2-0,2,0,+2,48,2,0,0,0,389,2098,1118,22,17,8,18,12,425,53,Match Report
227,Newcastle Utd,2018-02-11,Manchester Utd,eng Premier League,W 1-0,1,0,+1,36,1,0,0,0,280,1469,779,17,15,1,12,8,264,22,Match Report
228,Huddersfield,2018-02-11,Bournemouth,eng Premier League,W 4-1,4,1,+3,50,2,1,1,0,288,1596,666,18,18,6,14,11,338,31,Match Report
229,Stoke City,2018-02-10,Brighton,eng Premier League,D 1-1,1,1,0,58,1,0,1,1,388,2032,978,16,24,4,15,25,392,53,Match Report
230,Arsenal,2018-02-10,Tottenham,eng Premier League,L 0-1,0,1,-1,50,0,0,0,0,416,2270,1165,20,12,1,12,10,437,31,Match Report
231,Watford,2018-02-10,West Ham,eng Premier League,L 0-2,0,2,-2,63,0,0,0,0,324,1682,891,24,11,6,12,14,351,42,Match Report
232,Tottenham,2018-02-10,Arsenal,eng Premier League,W 1-0,1,0,+1,50,1,0,0,0,376,2217,1173,36,9,7,10,5,433,60,Match Report
233,Crystal Palace,2018-02-10,Everton,eng Premier League,L 1-3,1,3,-2,48,0,1,1,0,282,1409,682,16,12,5,19,10,294,35,Match Report
234,West Ham,2018-02-10,Watford,eng Premier League,W 2-0,2,0,+2,37,2,0,0,0,159,1239,583,13,10,6,15,12,163,23,Match Report
235,Burnley,2018-02-10,Swansea City,eng Premier League,L 0-1,0,1,-1,43,0,0,0,0,205,1216,542,4,11,1,10,8,264,27,Match Report
236,Leicester City,2018-02-10,Manchester City,eng Premier League,L 1-5,1,5,-4,30,1,0,0,0,190,1043,571,12,6,3,17,8,205,14,Match Report
237,Brighton,2018-02-10,Stoke City,eng Premier League,D 1-1,1,1,0,42,1,0,0,0,232,1327,640,16,8,4,15,7,249,38,Match Report
238,Everton,2018-02-10,Crystal Palace,eng Premier League,W 3-1,3,1,+2,52,3,0,0,0,322,1755,962,18,13,2,18,5,319,44,Match Report
239,Swansea City,2018-02-10,Burnley,eng Premier League,W 1-0,1,0,+1,57,1,0,0,0,332,2263,1240,29,23,6,20,12,389,51,Match Report
240,Manchester City,2018-02-10,Leicester City,eng Premier League,W 5-1,5,1,+4,70,5,0,0,0,566,3175,1893,41,26,12,14,11,638,74,Match Report
241,Watford,2018-02-05,Chelsea,eng Premier League,W 4-1,4,1,+3,45,3,1,1,0,322,1654,818,18,19,6,12,10,346,43,Match Report
242,Chelsea,2018-02-05,Watford,eng Premier League,L 1-4,1,4,-3,55,1,0,0,0,403,2283,1174,16,8,3,16,12,440,31,Match Report
243,Tottenham,2018-02-04,Liverpool,eng Premier League,D 2-2,2,2,0,66,1,1,2,1,351,2181,1152,19,11,2,13,14,497,64,Match Report
244,Crystal Palace,2018-02-04,Newcastle Utd,eng Premier League,D 1-1,1,1,0,55,0,1,1,0,382,1777,932,18,14,6,18,9,366,53,Match Report
245,Liverpool,2018-02-04,Tottenham,eng Premier League,D 2-2,2,2,0,34,2,0,0,0,194,1313,688,19,7,5,15,10,220,28,Match Report
246,Newcastle Utd,2018-02-04,Crystal Palace,eng Premier League,D 1-1,1,1,0,45,1,0,0,0,252,1364,691,12,12,2,12,14,277,30,Match Report
247,Stoke City,2018-02-03,Bournemouth,eng Premier League,L 1-2,1,2,-1,43,1,0,0,0,245,1315,503,7,8,2,13,9,244,23,Match Report
248,Arsenal,2018-02-03,Everton,eng Premier League,W 5-1,5,1,+4,57,5,0,0,0,460,2374,1263,23,15,5,13,8,484,45,Match Report
249,Manchester Utd,2018-02-03,Huddersfield,eng Premier League,W 2-0,2,0,+2,74,2,0,1,1,561,2995,1535,29,25,6,11,16,727,65,Match Report
250,Southampton,2018-02-03,West Brom,eng Premier League,W 3-2,3,2,+1,61,3,0,0,0,381,1873,1039,17,10,2,13,10,429,51,Match Report
251,Bournemouth,2018-02-03,Stoke City,eng Premier League,W 2-1,2,1,+1,57,2,0,0,0,275,1713,771,17,12,7,17,16,348,48,Match Report
252,West Brom,2018-02-03,Southampton,eng Premier League,L 2-3,2,3,-1,39,2,0,0,0,252,1235,618,12,15,2,18,10,235,29,Match Report
253,West Ham,2018-02-03,Brighton,eng Premier League,L 1-3,1,3,-2,45,1,0,0,0,251,1620,734,10,12,3,15,3,304,34,Match Report
254,Burnley,2018-02-03,Manchester City,eng Premier League,D 1-1,1,1,0,30,1,0,0,0,167,822,353,3,5,2,7,9,203,22,Match Report
255,Leicester City,2018-02-03,Swansea City,eng Premier League,D 1-1,1,1,0,60,1,0,0,0,346,2164,1170,14,10,1,13,8,454,55,Match Report
256,Brighton,2018-02-03,West Ham,eng Premier League,W 3-1,3,1,+2,55,3,0,0,0,302,1852,924,23,17,4,13,11,374,37,Match Report
257,Everton,2018-02-03,Arsenal,eng Premier League,L 1-5,1,5,-4,43,1,0,0,0,260,1396,682,16,6,2,15,12,334,43,Match Report
258,Huddersfield,2018-02-03,Manchester Utd,eng Premier League,L 0-2,0,2,-2,26,0,0,0,0,203,1243,621,11,13,1,13,10,198,15,Match Report
259,Swansea City,2018-02-03,Leicester City,eng Premier League,D 1-1,1,1,0,40,1,0,0,0,195,1339,720,16,12,2,14,12,272,19,Match Report
260,Manchester City,2018-02-03,Burnley,eng Premier League,D 1-1,1,1,0,70,1,0,0,0,492,2784,1527,36,21,17,12,5,619,56,Match Report
261,Stoke City,2018-01-31,Watford,eng Premier League,D 0-0,0,0,0,49,0,0,0,0,200,1171,594,14,15,3,13,11,181,33,Match Report
262,Manchester Utd,2018-01-31,Tottenham,eng Premier League,L 0-2,0,2,-2,48,0,0,0,0,307,1760,871,12,10,6,14,14,393,20,Match Report
263,Watford,2018-01-31,Stoke City,eng Premier League,D 0-0,0,0,0,51,0,0,0,0,204,1011,447,11,8,3,14,6,193,24,Match Report
264,Southampton,2018-01-31,Brighton,eng Premier League,D 1-1,1,1,0,66,1,0,0,0,399,2277,1406,25,22,2,18,5,522,59,Match Report
265,Tottenham,2018-01-31,Manchester Utd,eng Premier League,W 2-0,2,0,+2,52,1,0,0,0,337,2148,1059,24,26,5,12,15,452,61,Match Report
266,Bournemouth,2018-01-31,Chelsea,eng Premier League,W 3-0,3,0,+3,35,3,0,0,0,181,971,421,12,8,2,20,12,258,21,Match Report
267,West Brom,2018-01-31,Manchester City,eng Premier League,L 0-3,0,3,-3,27,0,0,0,0,164,913,393,5,5,2,11,13,177,12,Match Report
268,Burnley,2018-01-31,Newcastle Utd,eng Premier League,D 1-1,1,1,0,48,0,0,0,0,262,983,393,10,4,2,11,14,268,34,Match Report
269,Leicester City,2018-01-31,Everton,eng Premier League,L 1-2,1,2,-1,56,0,1,1,0,255,1819,919,13,10,2,8,15,353,36,Match Report
270,Newcastle Utd,2018-01-31,Burnley,eng Premier League,D 1-1,1,1,0,52,1,0,1,1,226,1201,622,17,9,4,15,7,309,31,Match Report
271,Chelsea,2018-01-31,Bournemouth,eng Premier League,L 0-3,0,3,-3,65,0,0,0,0,502,2683,1224,23,19,6,16,13,553,59,Match Report
272,Brighton,2018-01-31,Southampton,eng Premier League,D 1-1,1,1,0,34,0,1,1,0,196,1190,572,12,5,5,17,9,223,24,Match Report
273,Everton,2018-01-31,Leicester City,eng Premier League,W 2-1,2,1,+1,44,2,0,0,0,200,1455,713,13,14,3,23,14,262,34,Match Report
274,Manchester City,2018-01-31,West Brom,eng Premier League,W 3-0,3,0,+3,73,3,0,0,0,546,2929,1788,32,26,10,10,10,620,73,Match Report
275,Arsenal,2018-01-30,Swansea City,eng Premier League,L 1-3,1,3,-2,74,1,0,0,0,722,3399,1751,18,23,2,10,9,854,75,Match Report
276,Crystal Palace,2018-01-30,West Ham,eng Premier League,D 1-1,1,1,0,59,1,0,0,0,401,2035,962,22,18,4,22,17,400,38,Match Report
277,West Ham,2018-01-30,Crystal Palace,eng Premier League,D 1-1,1,1,0,41,0,1,1,0,186,1426,681,14,15,1,9,6,228,36,Match Report
278,Liverpool,2018-01-30,Huddersfield,eng Premier League,W 3-0,3,0,+3,74,2,1,1,0,532,2514,1250,20,15,5,15,8,839,75,Match Report
279,Huddersfield,2018-01-30,Liverpool,eng Premier League,L 0-3,0,3,-3,26,0,0,0,0,192,898,423,9,3,0,14,6,224,23,Match Report
280,Swansea City,2018-01-30,Arsenal,eng Premier League,W 3-1,3,1,+2,26,3,0,0,0,180,1209,654,10,6,2,6,6,235,14,Match Report
281,Liverpool,2018-01-22,Swansea City,eng Premier League,L 0-1,0,1,-1,71,0,0,0,0,623,3033,1735,20,23,4,11,12,694,84,Match Report
282,Swansea City,2018-01-22,Liverpool,eng Premier League,W 1-0,1,0,+1,29,1,0,0,0,209,1089,524,5,4,3,17,9,219,18,Match Report
283,Southampton,2018-01-21,Tottenham,eng Premier League,D 1-1,1,1,0,41,0,0,0,0,250,1294,714,14,11,2,6,13,260,30,Match Report
284,Tottenham,2018-01-21,Southampton,eng Premier League,D 1-1,1,1,0,59,1,0,0,0,322,1955,1001,22,17,4,16,11,424,53,Match Report
285,Stoke City,2018-01-20,Huddersfield,eng Premier League,W 2-0,2,0,+2,49,2,0,0,0,242,1372,624,16,8,8,24,10,230,34,Match Report
286,Arsenal,2018-01-20,Crystal Palace,eng Premier League,W 4-1,4,1,+3,63,4,0,0,0,557,2784,1435,21,21,4,14,12,660,56,Match Report
287,Manchester Utd,2018-01-20,Burnley,eng Premier League,W 1-0,1,0,+1,52,1,0,0,0,313,2251,1346,38,23,10,18,15,390,39,Match Report
288,Watford,2018-01-20,Leicester City,eng Premier League,L 0-2,0,2,-2,46,0,0,0,0,256,1374,723,12,8,2,11,11,267,36,Match Report
289,Crystal Palace,2018-01-20,Arsenal,eng Premier League,L 1-4,1,4,-3,37,1,0,0,0,275,1524,819,17,16,3,14,12,349,37,Match Report
290,Bournemouth,2018-01-20,West Ham,eng Premier League,D 1-1,1,1,0,52,1,0,0,0,258,1557,769,16,11,2,18,4,356,41,Match Report
291,West Brom,2018-01-20,Everton,eng Premier League,D 1-1,1,1,0,44,1,0,0,0,221,1346,577,12,12,6,18,20,251,26,Match Report
292,West Ham,2018-01-20,Bournemouth,eng Premier League,D 1-1,1,1,0,48,1,0,0,0,237,1550,699,16,7,4,10,5,302,40,Match Report
293,Burnley,2018-01-20,Manchester Utd,eng Premier League,L 0-1,0,1,-1,48,0,0,0,0,255,1707,934,25,11,4,14,10,335,44,Match Report
294,Leicester City,2018-01-20,Watford,eng Premier League,W 2-0,2,0,+2,54,1,1,1,0,330,2098,979,18,13,7,22,12,352,36,Match Report
295,Newcastle Utd,2018-01-20,Manchester City,eng Premier League,L 1-3,1,3,-2,20,1,0,0,0,137,852,502,7,3,3,14,14,126,16,Match Report
296,Chelsea,2018-01-20,Brighton,eng Premier League,W 4-0,4,0,+4,58,4,0,0,0,408,2562,1453,31,21,8,9,7,485,47,Match Report
297,Brighton,2018-01-20,Chelsea,eng Premier League,L 0-4,0,4,-4,42,0,0,0,0,315,1731,938,21,13,4,16,9,314,36,Match Report
298,Everton,2018-01-20,West Brom,eng Premier League,D 1-1,1,1,0,56,1,0,0,0,356,1717,822,18,13,5,24,8,371,44,Match Report
299,Huddersfield,2018-01-20,Stoke City,eng Premier League,L 0-2,0,2,-2,51,0,0,0,0,205,1178,519,10,14,2,12,13,226,24,Match Report
300,Manchester City,2018-01-20,Newcastle Utd,eng Premier League,W 3-1,3,1,+2,80,2,1,1,0,633,3559,2015,38,29,10,13,12,753,79,Match Report
301,Stoke City,2018-01-15,Manchester Utd,eng Premier League,L 0-3,0,3,-3,40,0,0,0,0,300,1678,806,9,10,3,8,12,344,33,Match Report
302,Manchester Utd,2018-01-15,Stoke City,eng Premier League,W 3-0,3,0,+3,60,3,0,0,0,424,2556,1484,34,13,7,11,9,553,52,Match Report
303,Arsenal,2018-01-14,Bournemouth,eng Premier League,L 1-2,1,2,-1,59,1,0,0,0,409,2313,1094,23,14,9,19,21,436,53,Match Report
304,Bournemouth,2018-01-14,Arsenal,eng Premier League,W 2-1,2,1,+1,41,2,0,0,0,234,1513,861,24,16,8,17,14,257,23,Match Report
305,Liverpool,2018-01-14,Manchester City,eng Premier League,W 4-3,4,3,+1,36,4,0,0,0,265,1751,1067,28,17,4,13,18,288,34,Match Report
306,Manchester City,2018-01-14,Liverpool,eng Premier League,L 3-4,3,4,-1,64,3,0,0,0,516,3074,1636,35,23,4,18,25,598,43,Match Report
307,Watford,2018-01-13,Southampton,eng Premier League,D 2-2,2,2,0,56,2,0,0,0,347,1584,781,14,13,4,24,11,384,55,Match Report
308,Southampton,2018-01-13,Watford,eng Premier League,D 2-2,2,2,0,44,2,0,0,0,261,1462,787,16,7,5,12,12,274,32,Match Report
309,Tottenham,2018-01-13,Everton,eng Premier League,W 4-0,4,0,+4,61,4,0,0,0,388,1930,955,20,19,7,21,11,508,64,Match Report
310,Crystal Palace,2018-01-13,Burnley,eng Premier League,W 1-0,1,0,+1,44,1,0,0,0,255,1167,557,11,5,5,19,14,239,24,Match Report
311,West Brom,2018-01-13,Brighton,eng Premier League,W 2-0,2,0,+2,44,2,0,0,0,222,1217,642,13,11,3,12,13,266,28,Match Report
312,West Ham,2018-01-13,Huddersfield,eng Premier League,W 4-1,4,1,+3,37,4,0,0,0,170,1230,443,11,12,3,13,11,233,20,Match Report
313,Burnley,2018-01-13,Crystal Palace,eng Premier League,L 0-1,0,1,-1,56,0,0,0,0,286,1450,791,14,10,1,21,11,337,34,Match Report
314,Leicester City,2018-01-13,Chelsea,eng Premier League,D 0-0,0,0,0,44,0,0,0,0,303,1860,914,15,12,3,18,8,349,27,Match Report
315,Newcastle Utd,2018-01-13,Swansea City,eng Premier League,D 1-1,1,1,0,42,1,0,0,0,268,1500,771,16,10,4,12,6,292,33,Match Report
316,Chelsea,2018-01-13,Leicester City,eng Premier League,D 0-0,0,0,0,56,0,0,0,0,401,2473,1403,29,22,8,17,9,452,71,Match Report
317,Brighton,2018-01-13,West Brom,eng Premier League,L 0-2,0,2,-2,56,0,0,0,0,256,1245,691,14,5,5,12,5,364,55,Match Report
318,Everton,2018-01-13,Tottenham,eng Premier League,L 0-4,0,4,-4,39,0,0,0,0,242,971,479,6,5,1,16,14,283,29,Match Report
319,Huddersfield,2018-01-13,West Ham,eng Premier League,L 1-4,1,4,-3,63,1,0,0,0,354,1881,841,15,14,3,14,15,469,32,Match Report
320,Swansea City,2018-01-13,Newcastle Utd,eng Premier League,D 1-1,1,1,0,58,1,0,0,0,285,1647,776,13,10,1,18,15,437,33,Match Report
321,Tottenham,2018-01-04,West Ham,eng Premier League,D 1-1,1,1,0,70,1,0,0,0,508,2835,1533,39,25,8,11,13,592,74,Match Report
322,West Ham,2018-01-04,Tottenham,eng Premier League,D 1-1,1,1,0,30,1,0,0,0,187,867,380,2,5,0,18,16,199,13,Match Report
323,Arsenal,2018-01-03,Chelsea,eng Premier League,D 2-2,2,2,0,58,2,0,0,0,391,2239,1243,30,17,5,16,11,532,80,Match Report
324,Chelsea,2018-01-03,Arsenal,eng Premier League,D 2-2,2,2,0,42,1,1,1,0,328,1962,1166,33,11,11,12,11,363,40,Match Report
325,Watford,2018-01-02,Manchester City,eng Premier League,L 1-3,1,3,-2,24,1,0,0,0,205,1011,488,11,9,4,13,11,200,17,Match Report
326,Southampton,2018-01-02,Crystal Palace,eng Premier League,L 1-2,1,2,-1,60,1,0,0,0,450,2073,1082,21,16,2,19,11,466,49,Match Report
327,Tottenham,2018-01-02,Swansea City,eng Premier League,W 2-0,2,0,+2,67,2,0,0,0,400,1946,975,24,18,6,17,8,620,72,Match Report
328,Crystal Palace,2018-01-02,Southampton,eng Premier League,W 2-1,2,1,+1,40,2,0,0,0,307,1438,628,15,15,5,15,17,269,29,Match Report
329,West Brom,2018-01-02,West Ham,eng Premier League,L 1-2,1,2,-1,47,1,0,0,0,298,1726,790,20,13,3,14,7,342,33,Match Report
330,West Ham,2018-01-02,West Brom,eng Premier League,W 2-1,2,1,+1,53,2,0,0,0,322,2358,1147,29,18,2,10,9,399,48,Match Report
331,Swansea City,2018-01-02,Tottenham,eng Premier League,L 0-2,0,2,-2,33,0,0,0,0,222,1358,711,17,5,4,6,12,249,18,Match Report
332,Manchester City,2018-01-02,Watford,eng Premier League,W 3-1,3,1,+2,76,2,0,0,0,678,3736,2103,38,31,12,14,14,807,75,Match Report
333,Stoke City,2018-01-01,Newcastle Utd,eng Premier League,L 0-1,0,1,-1,59,0,0,0,0,349,1933,1040,18,16,4,16,10,380,35,Match Report
334,Manchester Utd,2018-01-01,Everton,eng Premier League,W 2-0,2,0,+2,60,2,0,0,0,416,2634,1551,28,24,6,18,6,515,48,Match Report
335,Bournemouth,2018-01-01,Brighton,eng Premier League,D 2-2,2,2,0,51,2,0,0,0,316,2000,1128,26,17,8,12,13,355,35,Match Report
336,Liverpool,2018-01-01,Burnley,eng Premier League,W 2-1,2,1,+1,58,2,0,0,0,412,2467,1348,30,22,3,24,9,443,38,Match Report
337,Burnley,2018-01-01,Liverpool,eng Premier League,L 1-2,1,2,-1,42,1,0,0,0,270,1156,589,15,10,0,16,8,280,25,Match Report
338,Leicester City,2018-01-01,Huddersfield,eng Premier League,W 3-0,3,0,+3,52,3,0,0,0,345,1781,715,16,14,0,18,13,414,34,Match Report
339,Newcastle Utd,2018-01-01,Stoke City,eng Premier League,W 1-0,1,0,+1,41,1,0,0,0,257,1471,863,16,12,5,15,9,242,23,Match Report
340,Brighton,2018-01-01,Bournemouth,eng Premier League,D 2-2,2,2,0,49,2,0,0,0,319,1771,913,18,20,3,12,2,322,31,Match Report
341,Everton,2018-01-01,Manchester Utd,eng Premier League,L 0-2,0,2,-2,40,0,0,0,0,290,1598,909,18,15,6,17,10,302,40,Match Report
342,Huddersfield,2018-01-01,Leicester City,eng Premier League,L 0-3,0,3,-3,48,0,0,0,0,287,1882,800,15,8,1,23,10,386,41,Match Report
343,Arsenal,2017-12-31,West Brom,eng Premier League,D 1-1,1,1,0,65,0,0,0,0,510,2774,1455,25,23,7,11,9,566,56,Match Report
344,Crystal Palace,2017-12-31,Manchester City,eng Premier League,D 0-0,0,0,0,26,0,0,1,1,169,956,426,11,8,3,13,10,137,13,Match Report
345,West Brom,2017-12-31,Arsenal,eng Premier League,D 1-1,1,1,0,35,0,1,1,0,240,1237,594,14,14,3,16,5,262,34,Match Report
346,Manchester City,2017-12-31,Crystal Palace,eng Premier League,D 0-0,0,0,0,74,0,0,0,0,505,3352,2050,32,22,5,21,14,573,80,Match Report
347,Stoke City,2017-12-30,Chelsea,eng Premier League,L 0-5,0,5,-5,41,0,0,0,0,410,1964,882,8,9,1,13,8,412,21,Match Report
348,Manchester Utd,2017-12-30,Southampton,eng Premier League,D 0-0,0,0,0,54,0,0,0,0,405,2606,1600,40,24,3,15,8,450,58,Match Report
349,Watford,2017-12-30,Swansea City,eng Premier League,L 1-2,1,2,-1,51,1,0,0,0,381,1914,1008,25,13,2,7,15,434,51,Match Report
350,Southampton,2017-12-30,Manchester Utd,eng Premier League,D 0-0,0,0,0,46,0,0,0,0,316,1855,1088,22,23,3,9,11,339,34,Match Report
351,Bournemouth,2017-12-30,Everton,eng Premier League,W 2-1,2,1,+1,47,2,0,0,0,292,1756,947,27,10,8,21,9,325,41,Match Report
352,Liverpool,2017-12-30,Leicester City,eng Premier League,W 2-1,2,1,+1,61,2,0,0,0,452,2308,1352,32,10,10,19,14,496,63,Match Report
353,Burnley,2017-12-30,Huddersfield,eng Premier League,D 0-0,0,0,0,44,0,0,0,0,172,828,364,11,6,5,13,10,208,27,Match Report
354,Leicester City,2017-12-30,Liverpool,eng Premier League,L 1-2,1,2,-1,39,1,0,0,0,231,1278,624,14,9,6,15,7,270,33,Match Report
355,Newcastle Utd,2017-12-30,Brighton,eng Premier League,D 0-0,0,0,0,46,0,0,0,0,330,1626,819,21,18,4,20,8,329,37,Match Report
356,Chelsea,2017-12-30,Stoke City,eng Premier League,W 5-0,5,0,+5,59,4,1,1,0,545,3139,1726,32,22,7,10,19,622,55,Match Report
357,Brighton,2017-12-30,Newcastle Utd,eng Premier League,D 0-0,0,0,0,54,0,0,0,0,300,1462,668,12,14,4,11,8,414,32,Match Report
358,Everton,2017-12-30,Bournemouth,eng Premier League,L 1-2,1,2,-1,53,1,0,0,0,330,1519,620,10,9,4,20,5,370,42,Match Report
359,Huddersfield,2017-12-30,Burnley,eng Premier League,D 0-0,0,0,0,56,0,0,0,0,241,1519,732,15,15,2,14,11,306,30,Match Report
