Rk,Team,Date,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,Cmp,Att,Cmp%,KP,1/3,PPA,CrsPA,PrgP,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att.4,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,xG,npxG,xGD,npxGD,xAG,xA,G-xG,np:G-xG,A-xAG,npxG/Sh,Sh.1,G/Sh,G/SoT,SoT,SoT%,Dist,FK,PSxG,PSxG/SoT,PSxG+/-,Touches,Def Pen,Def 3rd.1,Mid 3rd.1,Att 3rd.1,Att Pen,Live,Carries,TotDist.1,PrgDist.1,PrgC,1/3.1,CPA,Mis,Dis,Rec,PrgR,Match Report
26,Liverpool,2020-12-16,Tottenham,eng Premier League,W 2-1,2,1,1,75,2,0,0,0,744,866,85.9,15,77,17,1,84,12690,3916,352,391,90.0,331,362,91.4,56,96,58.3,12,8,4,6,2,9,13,69.2,4,5,0,5,15,27,10,2,1.0,1.0,-0.1,-0.1,0.9,1.1,1.0,1.0,0.1,0.06,17,0.12,0.18,11,64.7,16.4,0,0.8,0.41,-0.2,960,37,176,255,255,37,960,738,3623,1835,29,37,7,13,14,740,83,Match Report
27,Liverpool,2020-12-13,Fulham,eng Premier League,D 1-1,1,1,0,74,0,1,1,0,647,771,83.9,6,53,10,1,50,11713,2963,249,271,91.9,308,341,90.3,65,109,59.6,21,12,12,6,3,10,21,47.6,11,7,1,6,7,28,22,0,1.8,1.0,0.3,-0.4,0.8,0.9,-0.8,-1.0,-0.8,0.09,11,0.0,0.0,5,45.5,21.7,1,1.7,0.35,0.7,884,55,203,255,228,25,883,467,2194,1185,23,16,5,18,9,642,49,Match Report
28,Liverpool,2020-12-06,Wolves,eng Premier League,W 4-0,4,0,4,60,3,0,0,0,581,663,87.6,9,37,10,1,54,9559,2965,291,306,95.1,239,260,91.9,40,74,54.1,12,6,7,5,0,9,15,60.0,6,2,1,1,5,17,22,1,1.2,1.2,0.8,0.8,0.8,1.0,1.8,1.8,1.2,0.11,11,0.27,0.5,6,54.5,17.2,1,0.9,0.29,0.9,742,45,167,255,145,21,742,517,2400,1226,17,9,3,10,8,573,53,Match Report
29,Liverpool,2020-11-28,Brighton,eng Premier League,D 1-1,1,1,0,60,1,0,0,0,463,576,80.4,3,29,3,1,29,7239,2336,245,273,89.7,157,189,83.1,36,69,52.2,13,9,7,5,1,7,20,35.0,13,4,2,2,8,21,16,0,0.2,0.2,-2.0,-0.5,0.1,0.2,0.8,0.8,0.9,0.04,6,0.17,0.5,2,33.3,21.1,0,1.3,0.14,0.3,663,56,191,255,132,12,663,436,1888,1013,12,11,3,14,12,461,29,Match Report
30,Liverpool,2020-11-22,Leicester City,eng Premier League,W 3-0,3,0,3,56,2,0,0,0,517,621,83.3,18,28,11,2,48,8790,2646,232,256,90.6,228,262,87.0,47,77,61.0,9,4,4,1,4,6,21,28.6,15,12,2,10,10,19,15,0,3.1,3.1,1.6,1.6,2.7,1.4,-1.1,-1.1,-0.7,0.16,24,0.08,0.18,11,45.8,12.7,0,1.0,0.34,1.0,731,48,159,255,156,31,731,478,2527,1350,21,18,8,16,11,516,48,Match Report
31,Liverpool,2020-11-08,Manchester City,eng Premier League,D 1-1,1,1,0,46,0,1,1,0,399,501,79.6,6,17,7,1,29,6289,2163,197,214,92.1,161,187,86.1,22,61,36.1,13,9,8,5,0,6,9,66.7,3,7,1,6,4,17,8,2,1.2,0.4,-0.2,-0.2,0.3,0.4,-0.2,-0.4,-0.3,0.05,9,0.0,0.0,2,22.2,22.1,1,0.3,0.15,-0.7,581,66,228,255,98,21,580,377,2000,1064,16,14,5,13,8,398,29,Match Report
32,Liverpool,2020-10-31,West Ham,eng Premier League,W 2-1,2,1,1,72,1,1,1,0,760,872,87.2,6,55,13,2,57,11801,3194,404,432,93.5,295,327,90.2,35,63,55.6,10,6,3,2,5,1,7,14.3,6,8,1,7,4,14,14,0,1.7,0.9,1.4,0.6,0.7,1.0,0.3,0.1,0.3,0.11,8,0.13,0.25,4,50.0,20.0,1,0.6,0.19,-0.4,947,34,124,255,230,31,946,711,3678,1976,23,22,5,13,11,756,56,Match Report
33,Liverpool,2020-10-24,Sheffield Utd,eng Premier League,W 2-1,2,1,1,62,2,0,0,0,611,724,84.4,11,43,8,4,52,10556,3354,295,322,91.6,242,271,89.3,61,91,67.0,7,5,4,1,2,1,10,10.0,9,12,4,8,6,13,30,0,2.3,2.3,0.7,1.5,1.5,0.9,-0.3,-0.3,-0.5,0.15,17,0.12,0.4,5,29.4,18.8,1,1.0,0.01,0.0,843,82,218,255,215,29,843,572,2670,1417,23,22,11,18,15,606,51,Match Report
34,Liverpool,2020-10-17,Everton,eng Premier League,D 2-2,2,2,0,58,2,0,0,0,459,565,81.2,14,33,14,2,57,7437,2781,245,266,92.1,155,188,82.4,40,76,52.6,18,8,4,11,3,4,12,33.3,8,10,1,9,3,21,13,0,2.6,2.6,1.4,1.4,2.2,1.2,-0.6,-0.6,-1.2,0.13,22,0.09,0.25,8,36.4,16.0,2,1.2,0.24,-0.8,676,54,150,255,185,37,676,412,2031,1131,22,19,6,23,5,457,57,Match Report
35,Liverpool,2020-10-04,Aston Villa,eng Premier League,L 2-7,2,7,-5,69,2,0,0,0,591,708,83.5,11,34,12,2,60,9812,3016,302,331,91.2,231,260,88.8,44,81,54.3,14,7,5,7,2,4,15,26.7,11,13,3,10,12,26,14,1,1.8,1.8,-0.9,-0.9,1.4,1.3,0.2,0.2,-0.4,0.13,14,0.14,0.25,8,57.1,16.3,1,4.7,0.43,-2.3,817,70,232,255,218,43,817,563,2573,1465,27,12,9,23,9,588,59,Match Report
36,Liverpool,2020-09-28,Arsenal,eng Premier League,W 3-1,3,1,2,66,3,0,0,0,712,823,86.5,15,49,12,2,46,11958,3726,332,356,93.3,300,339,88.5,57,88,64.8,10,6,2,7,1,3,8,37.5,5,10,0,10,6,16,14,1,2.7,2.7,1.4,1.4,1.7,0.8,0.3,0.3,-0.7,0.13,21,0.14,0.38,8,38.1,17.9,0,2.0,0.65,1.0,920,50,185,255,218,32,920,646,2478,1048,22,15,8,17,7,707,44,Match Report
37,Liverpool,2020-09-20,Chelsea,eng Premier League,W 2-0,2,0,2,61,2,0,0,0,711,816,87.1,12,54,15,1,73,11391,3233,356,388,91.8,271,296,91.6,55,85,64.7,14,7,2,6,6,10,26,38.5,16,9,0,9,8,22,3,0,2.1,2.1,1.2,2.0,0.8,1.5,-0.1,-0.1,0.2,0.12,18,0.11,0.4,5,27.8,18.2,1,1.3,0.09,1.3,900,29,114,255,255,38,900,666,2888,1375,17,25,3,10,11,708,73,Match Report
38,Liverpool,2020-09-12,Leeds United,eng Premier League,W 4-3,4,3,1,49,2,2,2,0,362,492,73.6,14,27,16,0,56,5639,2549,180,213,84.5,132,164,80.5,27,75,36.0,13,10,2,7,4,4,13,30.8,9,9,2,7,14,27,11,1,2.7,1.2,2.4,0.9,0.9,1.2,1.3,0.8,0.1,0.06,20,0.1,0.5,4,20.0,18.4,0,0.5,0.16,-2.5,612,35,131,255,220,44,610,358,2346,1096,25,16,7,18,21,358,55,Match Report
1,Manchester City,2021-05-23,Everton,eng Premier League,W 5-0,5,0,5,67,5,0,0,0,688,759,90.6,19,42,8,1,46,11824,3998,293,301,97.3,334,365,91.5,49,68,72.1,10,5,7,2,1,7,18,38.9,11,6,3,3,9,19,11,0,2.5,2.5,1.5,2.3,2.5,1.2,2.5,2.5,2.5,0.12,21,0.24,0.45,11,52.4,15.6,0,1.1,0.03,1.1,859,67,247,255,156,37,859,578,2733,1470,25,19,8,12,9,682,45,Match Report
2,Manchester City,2021-05-18,Brighton,eng Premier League,L 2-3,2,3,-1,37,2,0,0,0,315,382,82.5,5,15,2,0,15,4888,1678,157,170,92.4,117,133,88.0,22,48,45.8,15,6,7,8,0,5,17,29.4,12,13,9,4,7,22,25,1,0.9,0.9,-0.2,-0.2,0.7,0.7,1.1,1.1,0.3,0.12,8,0.25,0.5,4,50.0,14.2,1,1.4,0.24,-1.6,490,82,218,210,71,13,490,256,1666,744,14,14,4,15,13,312,15,Match Report
3,Manchester City,2021-05-14,Newcastle Utd,eng Premier League,W 4-3,4,3,1,82,4,0,0,0,893,967,92.3,11,74,9,0,51,12727,3065,533,551,96.7,284,305,93.1,38,52,73.1,21,9,0,16,5,8,15,53.3,7,7,3,4,4,25,13,0,1.5,1.5,-0.8,0.9,0.9,1.2,2.5,2.5,2.1,0.1,15,0.27,0.67,6,40.0,20.0,1,2.4,0.09,-0.6,1063,39,88,255,255,34,1063,737,3518,1845,31,35,7,14,7,890,50,Match Report
4,Manchester City,2021-05-08,Chelsea,eng Premier League,L 1-2,1,2,-1,48,1,0,1,1,514,577,89.1,12,30,6,1,30,8907,2758,233,246,94.7,232,247,93.9,42,63,66.7,18,10,9,7,2,11,21,52.4,10,10,3,7,9,27,14,1,1.8,1.0,1.1,0.4,0.9,1.3,-0.8,0.0,0.1,0.07,15,0.07,0.33,3,20.0,20.0,0,1.1,0.22,-0.9,676,58,199,255,125,25,675,426,2218,1176,20,9,6,14,8,504,29,Match Report
5,Manchester City,2021-05-01,Crystal Palace,eng Premier League,W 2-0,2,0,2,68,2,0,0,0,633,735,86.1,13,58,16,3,60,10692,3351,293,320,91.6,232,253,91.7,67,92,72.8,20,11,10,8,2,13,26,50.0,13,8,1,7,12,32,11,0,1.7,1.7,0.8,0.8,1.2,0.6,0.3,0.3,-0.2,0.09,20,0.1,0.67,3,15.0,14.6,1,1.1,0.27,1.1,847,47,195,255,227,35,847,628,2985,1684,24,14,6,16,12,630,60,Match Report
6,Manchester City,2021-04-21,Aston Villa,eng Premier League,W 2-1,2,1,1,72,2,0,0,0,763,847,90.1,11,51,18,1,72,11441,3020,374,390,95.9,266,293,90.8,48,69,69.6,5,2,3,1,1,2,9,22.2,7,6,2,4,4,9,8,2,1.2,1.2,0.5,0.5,1.0,1.4,0.8,0.8,1.0,0.09,13,0.15,0.67,3,23.1,19.3,2,0.6,0.21,-0.4,914,53,191,255,255,38,914,585,3009,1578,34,27,14,20,7,758,70,Match Report
7,Manchester City,2021-04-10,Leeds United,eng Premier League,L 1-2,1,2,-1,71,1,0,0,0,590,687,85.9,23,52,17,2,68,8859,2653,328,355,92.4,218,253,86.2,27,47,57.4,8,6,3,4,1,7,15,46.7,8,5,0,5,6,14,7,0,2.1,2.1,2.0,2.0,1.6,1.7,-1.1,-1.1,-0.6,0.07,29,0.03,0.14,7,24.1,18.9,1,0.2,0.1,-1.8,780,28,103,255,255,45,780,592,3714,2132,43,41,11,14,12,582,68,Match Report
8,Manchester City,2021-04-03,Leicester City,eng Premier League,W 2-0,2,0,2,56,2,0,0,0,528,614,86.0,9,46,14,3,46,9265,2500,238,260,91.5,241,268,89.9,40,57,70.2,14,7,5,4,5,9,28,32.1,19,8,1,7,13,27,7,0,1.4,1.4,1.2,1.2,1.3,1.2,0.6,0.6,-0.3,0.13,11,0.18,0.5,4,36.4,14.5,1,0.3,0.15,0.3,698,26,86,255,182,24,698,471,2489,1416,28,22,2,14,12,524,46,Match Report
9,Manchester City,2021-03-13,Fulham,eng Premier League,W 3-0,3,0,3,54,2,1,1,0,475,567,83.8,4,21,6,0,32,8100,2252,229,248,92.3,186,217,85.7,47,72,65.3,20,10,8,7,5,12,24,50.0,12,13,3,10,6,26,15,0,2.2,1.4,2.0,1.2,0.9,0.7,0.8,0.6,0.1,0.2,7,0.29,0.33,6,85.7,15.3,0,0.0,,0.0,673,66,206,255,123,20,672,417,2512,1500,18,16,4,15,16,466,32,Match Report
10,Manchester City,2021-03-10,Southampton,eng Premier League,W 5-2,5,2,3,58,5,0,0,0,638,708,90.1,13,51,10,1,48,11455,3161,266,288,92.4,308,322,95.7,52,72,72.2,8,5,2,4,2,2,8,25.0,6,10,2,8,8,16,10,0,2.6,2.6,1.0,1.7,1.2,0.9,2.4,2.4,0.8,0.16,17,0.29,0.5,10,58.8,16.0,0,1.9,0.28,-0.1,811,67,236,255,178,32,811,447,2103,971,17,8,8,21,10,635,48,Match Report
11,Manchester City,2021-03-07,Manchester Utd,eng Premier League,L 0-2,0,2,-2,66,0,0,0,0,671,761,88.2,21,55,14,3,67,10301,2739,346,379,91.3,266,292,91.1,32,44,72.7,17,8,6,8,3,8,19,42.1,11,18,2,16,14,31,7,1,1.3,1.3,-0.5,0.3,1.2,1.2,-1.3,-1.3,-1.2,0.06,23,0.0,0.0,6,26.1,18.7,1,2.3,0.21,0.3,870,44,146,255,255,37,870,607,3429,1834,38,23,13,19,9,668,67,Match Report
12,Manchester City,2021-03-02,Wolves,eng Premier League,W 4-1,4,1,3,72,3,0,0,0,754,842,89.5,13,65,19,0,91,13583,3609,304,330,92.1,374,400,93.5,69,93,74.2,14,9,4,5,5,6,18,33.3,12,5,3,2,7,21,3,0,3.3,3.3,3.0,3.0,1.2,1.7,-0.3,-0.3,-1.2,0.15,22,0.14,0.3,10,45.5,14.6,0,0.4,0.43,-0.6,919,40,147,255,255,53,919,638,3377,2036,34,22,11,4,9,748,91,Match Report
13,Manchester City,2021-02-27,West Ham,eng Premier League,W 2-1,2,1,1,63,2,0,0,0,629,719,87.5,8,60,5,1,50,10585,2986,305,330,92.4,266,300,88.7,46,63,73.0,11,7,3,5,3,7,10,70.0,3,5,2,3,14,25,12,0,0.5,0.5,-1.0,-1.0,0.4,0.7,1.5,1.5,1.6,0.05,10,0.2,0.67,3,30.0,20.4,0,1.1,0.37,0.1,805,52,169,255,232,21,805,653,3296,1767,27,23,10,11,5,625,49,Match Report
14,Manchester City,2021-02-21,Arsenal,eng Premier League,W 1-0,1,0,1,55,1,0,0,0,549,626,87.7,11,50,9,0,45,9799,2846,245,263,93.2,253,273,92.7,46,74,62.2,5,3,2,2,1,4,14,28.6,10,6,3,3,7,12,18,1,1.8,1.8,1.4,1.4,1.2,0.9,-0.8,-0.8,-0.2,0.12,15,0.07,0.33,3,20.0,16.2,0,0.1,0.05,0.1,703,57,160,255,190,33,703,461,2551,1545,32,24,14,8,4,540,44,Match Report
15,Manchester City,2021-02-17,Everton,eng Premier League,W 3-1,3,1,2,71,3,0,0,0,707,804,87.9,12,45,10,0,71,11077,3170,381,408,93.4,258,289,89.3,48,72,66.7,11,6,4,6,1,6,11,54.5,5,6,0,6,4,15,6,0,1.0,1.0,0.0,0.0,0.8,1.1,2.0,2.0,1.2,0.06,16,0.19,0.43,7,43.8,17.9,0,1.1,0.54,0.1,884,39,147,255,255,40,884,645,3568,2192,40,42,19,14,9,696,69,Match Report
16,Manchester City,2021-02-13,Tottenham,eng Premier League,W 3-0,3,0,3,60,2,1,1,0,651,723,90.0,12,42,14,1,55,9645,2835,363,382,95.0,231,252,91.7,32,51,62.7,21,10,9,4,8,14,34,41.2,20,8,2,6,8,29,7,1,2.2,1.4,1.9,1.1,1.4,1.1,0.8,0.6,0.6,0.1,14,0.14,0.4,5,35.7,16.3,0,0.6,0.21,0.6,825,41,149,255,232,41,824,549,2871,1601,25,25,12,14,12,646,55,Match Report
17,Manchester City,2021-02-07,Liverpool,eng Premier League,W 4-1,4,1,3,44,4,0,1,1,459,542,84.7,5,33,4,0,41,7665,2412,228,253,90.1,186,212,87.7,36,52,69.2,20,14,12,5,3,8,17,47.1,9,7,3,4,15,35,28,0,3.5,2.7,2.3,2.3,2.2,0.4,0.5,1.3,0.8,0.42,7,0.57,0.8,5,71.4,13.4,0,1.2,0.07,0.2,652,69,255,255,118,19,651,416,1935,1092,27,17,8,18,9,457,41,Match Report
18,Manchester City,2021-02-03,Burnley,eng Premier League,W 2-0,2,0,2,74,2,0,0,0,757,834,90.8,10,43,11,0,57,11076,2695,432,456,94.7,253,274,92.3,36,54,66.7,8,7,3,5,0,3,8,37.5,5,6,0,6,6,14,13,0,2.0,2.0,1.9,1.9,1.5,1.4,0.0,0.0,-0.5,0.16,13,0.15,0.33,6,46.2,15.5,0,0.0,,0.0,914,59,181,255,255,26,914,668,3992,2262,41,27,9,10,8,748,57,Match Report
19,Manchester City,2021-01-30,Sheffield Utd,eng Premier League,W 1-0,1,0,1,75,1,0,0,0,756,848,89.2,9,60,8,2,65,13692,3446,323,342,94.4,333,358,93.0,83,108,76.9,12,7,6,4,2,2,6,33.3,4,5,1,4,4,16,6,0,1.5,1.5,1.4,1.4,1.5,1.3,-0.5,-0.5,-0.5,0.16,10,0.1,0.2,5,50.0,17.2,0,0.0,0.03,0.0,915,30,145,255,255,28,915,519,3183,1874,48,31,11,8,7,754,65,Match Report
20,Manchester City,2021-01-26,West Brom,eng Premier League,W 5-0,5,0,5,77,5,0,0,0,830,923,89.9,14,51,13,2,69,12422,3590,442,468,94.4,295,321,91.9,48,71,67.6,8,5,2,5,1,3,6,50.0,3,5,1,4,4,12,15,0,1.8,1.8,1.3,1.3,1.4,1.5,3.2,3.2,2.6,0.1,18,0.28,0.71,7,38.9,17.4,0,0.2,0.24,0.2,1009,50,185,255,255,35,1009,614,3364,1908,27,31,11,14,8,826,69,Match Report
21,Manchester City,2021-01-20,Aston Villa,eng Premier League,W 2-0,2,0,2,69,1,1,1,0,574,677,84.8,0,39,17,1,67,9203,2921,269,299,90.0,220,248,88.7,49,76,64.5,14,10,6,5,3,3,13,23.1,10,6,3,3,11,25,11,0,3.4,2.6,2.7,2.0,0.0,1.7,-1.4,-1.6,1.0,0.11,27,0.04,0.13,8,29.6,15.8,0,0.8,0.2,0.8,772,46,174,255,255,64,771,415,2433,1552,39,20,17,7,3,569,67,Match Report
22,Manchester City,2021-01-17,Crystal Palace,eng Premier League,W 4-0,4,0,4,71,4,0,0,0,705,799,88.2,7,58,5,2,57,10937,2475,380,406,93.6,260,286,90.9,48,71,67.6,18,10,3,13,2,8,12,66.7,4,13,1,12,8,26,4,0,0.7,0.7,0.6,0.6,0.4,0.7,3.3,3.3,0.6,0.05,13,0.31,0.67,6,46.2,19.1,2,0.0,,0.0,889,29,113,255,242,21,889,605,3056,1776,20,16,8,20,9,699,57,Match Report
23,Manchester City,2021-01-13,Brighton,eng Premier League,W 1-0,1,0,1,65,1,0,1,1,676,768,88.0,12,50,13,1,54,10963,3172,343,370,92.7,241,259,93.1,59,90,65.6,16,10,8,5,3,6,17,35.3,11,13,1,12,13,29,14,0,2.0,1.2,1.8,1.0,1.1,1.0,-1.0,-0.2,-0.1,0.08,15,0.07,0.17,6,40.0,16.9,0,0.0,0.03,0.0,872,55,195,255,255,38,871,569,2979,1488,32,29,10,10,8,670,54,Match Report
24,Manchester City,2021-01-03,Chelsea,eng Premier League,W 3-1,3,1,2,46,3,0,0,0,509,583,87.3,14,30,8,0,39,8341,2606,257,278,92.4,206,232,88.8,38,54,70.4,18,10,7,9,2,8,24,33.3,16,12,5,7,15,33,19,0,2.7,2.7,1.8,1.8,2.0,1.1,0.3,0.3,0.0,0.15,18,0.17,0.5,6,33.3,15.1,1,0.9,0.47,-0.1,688,68,210,255,137,28,688,485,2054,1164,25,17,8,7,4,509,39,Match Report
25,Manchester City,2020-12-26,Newcastle Utd,eng Premier League,W 2-0,2,0,2,74,2,0,0,0,801,894,89.6,9,56,18,0,59,13284,3523,390,418,93.3,334,353,94.6,61,87,70.1,8,5,4,4,0,4,8,50.0,4,8,2,6,8,16,15,0,3.0,3.0,2.7,2.7,2.4,3.2,-1.0,-1.0,-1.4,0.27,11,0.18,0.33,6,54.5,12.3,0,0.8,0.39,0.8,978,41,156,255,228,37,978,519,2843,1515,23,13,4,14,6,797,59,Match Report
26,Manchester City,2020-12-19,Southampton,eng Premier League,W 1-0,1,0,1,52,1,0,0,0,493,586,84.1,9,44,6,0,46,8300,3048,222,237,93.7,218,244,89.3,38,67,56.7,14,7,7,4,3,6,15,40.0,9,10,3,7,11,25,19,0,0.9,0.9,0.1,0.1,0.8,0.6,0.1,0.1,0.2,0.08,11,0.09,0.2,5,45.5,20.1,0,0.1,0.05,0.1,701,63,196,255,142,18,701,486,2039,939,17,14,6,12,11,489,44,Match Report
27,Manchester City,2020-12-15,West Brom,eng Premier League,D 1-1,1,1,0,77,1,0,0,0,710,810,87.7,20,81,15,3,71,12096,3257,340,371,91.6,289,319,90.6,67,85,78.8,11,4,5,4,2,5,11,45.5,6,6,0,6,8,19,11,0,2.2,2.2,1.7,1.7,1.8,1.7,-1.2,-1.2,-0.8,0.09,26,0.04,0.14,7,26.9,17.1,2,0.7,0.71,0.7,902,26,108,255,255,46,902,502,2996,1905,43,29,12,17,7,704,70,Match Report
28,Manchester City,2020-12-12,Manchester Utd,eng Premier League,D 0-0,0,0,0,54,0,0,0,0,526,619,85.0,7,47,12,1,49,10277,2983,174,192,90.6,289,322,89.8,55,81,67.9,6,4,1,2,3,4,14,28.6,10,5,3,2,13,19,1,0,1.3,1.3,0.7,0.7,1.2,0.8,-1.3,-1.3,-1.2,0.15,9,0.0,0.0,2,22.2,18.3,1,0.2,0.12,0.2,673,46,188,255,157,20,673,484,2355,1027,20,18,5,11,12,523,49,Match Report
29,Manchester City,2020-12-05,Fulham,eng Premier League,W 2-0,2,0,2,69,1,1,1,0,738,831,88.8,10,44,10,0,56,11140,3195,399,429,93.0,284,313,90.7,34,49,69.4,17,11,7,8,2,5,24,20.8,19,5,1,4,13,30,7,0,2.9,2.1,2.6,1.8,1.9,1.1,-0.9,-1.1,-0.9,0.15,14,0.07,0.25,4,28.6,15.9,0,0.4,0.42,0.4,919,50,169,255,204,35,918,634,2976,1708,21,20,10,9,10,734,56,Match Report
30,Manchester City,2020-11-28,Burnley,eng Premier League,W 5-0,5,0,5,68,5,0,0,0,660,750,88.0,17,49,14,2,62,10984,3130,290,319,90.9,278,301,92.4,54,68,79.4,7,4,3,2,2,5,12,41.7,7,10,2,8,4,11,20,0,1.7,1.7,1.2,1.2,1.6,1.5,3.3,3.3,3.4,0.09,19,0.26,0.83,6,31.6,16.4,0,0.0,0.02,0.0,858,71,237,255,176,28,858,502,2508,1421,22,16,8,17,5,654,61,Match Report
31,Manchester City,2020-11-21,Tottenham,eng Premier League,L 0-2,0,2,-2,66,0,0,0,0,553,646,85.6,19,54,13,1,72,9262,2685,251,270,93.0,242,279,86.7,44,64,68.8,13,8,6,6,1,5,9,55.6,4,8,2,6,9,22,5,0,1.4,1.4,0.7,0.7,1.3,1.4,-1.4,-1.4,-1.3,0.07,22,0.0,0.0,5,22.7,16.0,0,1.0,0.51,-1.0,743,31,116,255,255,43,743,528,3148,1797,43,24,10,15,18,549,72,Match Report
32,Manchester City,2020-11-08,Liverpool,eng Premier League,D 1-1,1,1,0,54,1,0,1,1,493,586,84.1,6,28,6,1,34,8541,2350,206,226,91.2,223,245,91.0,40,66,60.6,12,5,6,5,1,4,12,33.3,8,10,3,7,5,17,20,2,1.4,0.6,0.2,0.2,0.6,0.6,-0.4,0.4,0.4,0.1,6,0.17,0.5,2,33.3,20.6,0,1.2,0.08,0.2,673,66,207,255,100,14,672,393,2078,1162,16,14,3,15,7,490,33,Match Report
33,Manchester City,2020-10-31,Sheffield Utd,eng Premier League,W 1-0,1,0,1,65,1,0,0,0,659,760,86.7,10,24,14,3,38,11382,3206,283,308,91.9,292,319,91.5,61,89,68.5,12,5,8,3,1,6,10,60.0,4,9,1,8,5,17,14,0,1.6,1.6,1.1,1.1,1.2,1.3,-0.6,-0.6,-0.2,0.1,16,0.06,0.13,8,50.0,18.5,2,0.3,0.27,0.3,855,56,221,255,196,32,855,503,3056,1699,35,31,10,13,7,656,38,Match Report
34,Manchester City,2020-10-24,West Ham,eng Premier League,D 1-1,1,1,0,69,1,0,0,0,697,796,87.6,10,56,14,1,73,10927,3215,360,388,92.8,277,297,93.3,41,70,58.6,10,5,5,4,1,6,12,50.0,6,11,1,10,9,19,14,0,1.0,1.0,0.7,0.7,0.8,1.0,0.0,0.0,0.2,0.07,14,0.07,0.14,7,50.0,20.9,1,0.2,0.08,-0.8,897,48,153,255,245,31,897,686,3464,2036,37,33,7,14,7,694,72,Match Report
35,Manchester City,2020-10-17,Arsenal,eng Premier League,W 1-0,1,0,1,58,1,0,0,0,604,689,87.7,11,38,9,1,32,8937,2702,351,372,94.4,188,202,93.1,36,66,54.5,11,5,4,4,3,5,14,35.7,9,7,3,4,8,19,8,0,1.3,1.3,0.4,0.4,0.9,0.7,-0.3,-0.3,-0.9,0.11,13,0.08,0.2,5,38.5,17.7,0,0.3,0.11,0.3,771,66,169,255,204,24,771,550,2261,1104,21,23,7,11,5,601,32,Match Report
36,Manchester City,2020-10-03,Leeds United,eng Premier League,D 1-1,1,1,0,49,1,0,0,0,352,445,79.1,18,28,10,1,48,5960,2337,162,186,87.1,147,169,87.0,31,54,57.4,11,5,4,5,2,6,16,37.5,10,7,3,4,6,17,14,2,1.2,1.2,-1.2,-1.2,1.0,1.0,-0.2,-0.2,0.0,0.05,23,0.04,1.0,1,4.3,18.2,1,3.3,0.47,2.3,562,54,132,248,197,45,562,342,2399,1497,39,20,15,18,15,348,48,Match Report
37,Manchester City,2020-09-27,Leicester City,eng Premier League,L 2-5,2,5,-3,72,2,0,0,0,643,735,87.5,9,71,7,2,69,11408,2405,265,285,93.0,294,325,90.5,64,84,76.2,12,7,5,5,2,1,7,14.3,6,3,0,3,8,20,8,0,0.9,0.9,-2.0,0.4,0.5,0.8,1.1,1.1,0.5,0.05,16,0.13,0.4,5,31.3,19.8,1,4.4,0.2,-0.6,817,25,85,255,255,17,817,510,3112,1904,26,34,4,14,14,641,68,Match Report
38,Manchester City,2020-09-21,Wolves,eng Premier League,W 3-1,3,1,2,65,2,1,1,0,626,728,86.0,10,31,8,0,46,10267,2977,293,315,93.0,258,288,89.6,43,73,58.9,22,9,4,14,4,10,22,45.5,12,10,4,6,4,26,13,0,1.9,1.1,1.3,0.5,1.0,0.7,1.1,0.9,1.0,0.09,13,0.15,0.25,8,61.5,21.1,2,0.1,0.11,-0.9,823,57,191,255,182,19,822,419,2154,1122,24,22,8,11,16,622,44,Match Report
1,Manchester Utd,2021-05-23,Wolves,eng Premier League,W 2-1,2,1,1,43,1,1,1,0,404,470,86.0,7,22,7,1,32,6398,2437,218,234,93.2,127,147,86.4,38,59,64.4,14,7,8,5,1,11,23,47.8,12,8,4,4,14,28,29,1,2.0,1.3,1.2,0.4,1.2,1.0,0.0,-0.3,-0.2,0.16,8,0.13,0.33,3,37.5,18.6,0,1.0,0.26,0.0,603,74,209,255,130,15,602,425,2176,966,20,21,2,21,4,400,32,Match Report
2,Manchester Utd,2021-05-18,Fulham,eng Premier League,D 1-1,1,1,0,57,1,0,0,0,489,589,83.0,7,46,8,2,50,8470,2571,222,254,87.4,203,226,89.8,50,77,64.9,13,6,5,6,2,4,17,23.5,13,7,1,6,5,18,10,0,0.9,0.9,-0.1,-0.1,0.6,0.7,0.1,0.1,0.4,0.07,13,0.08,0.17,6,46.2,21.7,2,0.8,0.17,-0.2,682,39,168,255,197,16,682,389,2215,1207,18,15,1,10,10,487,50,Match Report
3,Manchester Utd,2021-05-13,Liverpool,eng Premier League,L 2-4,2,4,-2,53,2,0,0,0,433,557,77.7,14,26,8,4,29,7379,2492,203,230,88.3,161,194,83.0,46,77,59.7,22,13,12,8,2,10,17,58.8,7,8,4,4,9,31,12,3,1.9,1.9,-0.8,-0.8,1.6,2.0,0.1,0.1,0.4,0.12,18,0.11,1.0,2,11.1,15.5,1,2.2,0.27,-1.8,672,78,245,255,155,26,672,367,2313,1145,23,14,6,17,11,431,29,Match Report
